,,foundOptimal,evaluations,evaluations,elapsedMillis,elapsedMillis
,,mean,mean,std,mean,std
crossover,mutation,,,,,
0.1,0.01,1.0,110.7,26.781555670609038,3.1333333333333333,5.888231004963723
0.1,0.02,1.0,109.26666666666667,27.862882655695508,2.933333333333333,5.85416641101157
0.1,0.03,1.0,110.2,38.89987146508327,3.3333333333333335,6.509056467104431
0.1,0.04,1.0,108.3,29.05066917147254,3.0,6.280786245532398
0.1,0.05,1.0,108.3,29.05066917147254,3.433333333333333,7.171222823313273
0.1,0.06,1.0,109.03333333333333,29.818396697495245,3.2333333333333334,6.339168515764853
0.1,0.07,1.0,108.33333333333333,24.968025529676442,3.2333333333333334,6.4950024997119415
0.1,0.08,1.0,108.4,28.79487502293085,3.2333333333333334,6.032574410895277
0.1,0.09,1.0,107.96666666666667,24.259350608662693,3.066666666666667,6.011100842053254
0.1,0.1,1.0,108.6,25.47696728554962,3.1,6.093241026489642
0.2,0.01,1.0,1295.6666666666667,6503.099936308008,9.5,35.836554252462044
0.2,0.02,1.0,146.03333333333333,205.7997827372824,3.8666666666666667,8.916212793261085
0.2,0.03,1.0,108.16666666666667,20.40973961775034,3.2666666666666666,6.627702224874711
0.2,0.04,1.0,109.0,22.431504938213653,3.5,6.760687579804597
0.2,0.05,1.0,116.63333333333334,49.769457005021785,3.566666666666667,7.098729042792695
0.2,0.06,1.0,114.13333333333334,36.20319411830696,3.2,6.348499687001809
0.2,0.07,1.0,113.33333333333333,38.8368233841893,3.2,6.407969176386326
0.2,0.08,1.0,111.03333333333333,29.014245411204634,3.1,6.002011157190102
0.2,0.09,1.0,111.06666666666666,33.85968341434308,3.0,5.711452499598716
0.2,0.1,1.0,110.53333333333333,26.828617419533163,3.2,6.155457348760837
0.3,0.01,1.0,1084.1666666666667,4614.975212570884,8.333333333333334,27.382769983221618
0.3,0.02,1.0,109.6,31.026795982916397,3.3,6.742300845383212
0.3,0.03,1.0,109.6,25.39562818743578,3.1,5.996263204179176
0.3,0.04,1.0,109.93333333333334,26.825018344735607,3.1,5.938477687200593
0.3,0.05,1.0,106.66666666666667,16.599404503928973,2.933333333333333,5.877680361909927
0.3,0.06,1.0,108.23333333333333,21.592916037175378,2.966666666666667,5.9566441219366375
0.3,0.07,1.0,106.63333333333334,16.558117778534374,3.1,5.731642359562486
0.3,0.08,1.0,108.06666666666666,22.109341656995287,3.1333333333333333,5.992715884985782
0.3,0.09,1.0,109.1,25.733849973969278,3.066666666666667,6.214184737680639
0.3,0.1,1.0,109.1,25.733849973969278,3.0,5.795360808142297
0.4,0.01,1.0,793.7,3697.6407963214447,7.766666666666667,27.267112100456306
0.4,0.02,1.0,108.43333333333334,21.001942986195406,2.8666666666666667,5.636906300771565
0.4,0.03,1.0,109.13333333333334,21.488943962970307,3.0,5.570860145311555
0.4,0.04,1.0,108.46666666666667,19.96848091080184,2.6666666666666665,5.541898923488313
0.4,0.05,1.0,110.56666666666666,24.73540438086787,3.1,6.50384501660364
0.4,0.06,1.0,110.56666666666666,24.73540438086787,3.033333333333333,6.031431083875552
0.4,0.07,1.0,120.03333333333333,57.94496993035621,3.3,6.690961479282434
0.4,0.08,1.0,111.36666666666666,32.16818232388937,2.966666666666667,6.277949002513553
0.4,0.09,1.0,115.16666666666667,39.058826838795206,3.2,6.609293352597511
0.4,0.1,1.0,116.56666666666666,47.75128330706165,3.2333333333333334,6.452389738177114
0.5,0.01,1.0,495.1333333333333,2067.4408090319234,5.533333333333333,16.115388519251926
0.5,0.02,1.0,323.96666666666664,997.4200333803738,5.266666666666667,13.359571883841946
0.5,0.03,1.0,111.96666666666667,28.34088472730583,3.066666666666667,6.269429569461386
0.5,0.04,1.0,112.03333333333333,27.467200921040014,3.2666666666666666,6.356822744288129
0.5,0.05,1.0,110.4,24.375793532618122,3.1,6.0988975826896725
0.5,0.06,1.0,125.36666666666666,81.03063845124319,3.6,7.275845726407533
0.5,0.07,1.0,109.46666666666667,22.043426314394978,3.8333333333333335,8.350442207300837
0.5,0.08,1.0,110.36666666666666,25.162209394431073,3.1666666666666665,6.335903894545713
0.5,0.09,1.0,108.16666666666667,20.255409381086384,2.966666666666667,5.6841178209374625
0.5,0.1,1.0,108.26666666666667,19.680085038597696,3.3333333333333335,6.4718666141434325
0.6,0.01,1.0,826.8666666666667,3758.9523369237295,7.633333333333334,25.869011328739198
0.6,0.02,1.0,325.3333333333333,1143.2557964392545,6.1,17.392725391718347
0.6,0.03,1.0,210.4,486.4074920021916,4.666666666666667,10.784194479640684
0.6,0.04,1.0,125.73333333333333,88.03640835133098,3.5,7.749304751907169
0.6,0.05,1.0,125.73333333333333,88.03640835133098,3.6333333333333333,7.360113067597269
0.6,0.06,1.0,125.73333333333333,88.03640835133098,3.566666666666667,7.389103502774382
0.6,0.07,1.0,122.43333333333334,83.41862991018228,3.2666666666666666,6.6640224641202135
0.6,0.08,1.0,113.23333333333333,40.937869942173336,3.0,6.00574437661489
0.6,0.09,1.0,108.33333333333333,25.964608981077102,2.9,5.938477687200593
0.6,0.1,1.0,110.16666666666667,31.038444830101657,3.1333333333333333,6.47932166167125
0.7,0.01,1.0,243.43333333333334,711.053549723727,4.233333333333333,10.30126652184201
0.7,0.02,1.0,174.3,323.3521780265022,4.166666666666667,9.108856369919119
0.7,0.03,1.0,124.73333333333333,72.16166397143594,3.4,7.28531825447355
0.7,0.04,1.0,115.36666666666666,39.85878809630001,3.3333333333333335,6.35899218502393
0.7,0.05,1.0,113.93333333333334,35.11845308561351,3.433333333333333,6.605553219324883
0.7,0.06,1.0,115.7,40.25020882361765,3.2,6.692249763461592
0.7,0.07,1.0,114.56666666666666,37.995175132289276,3.1666666666666665,6.192784084129179
0.7,0.08,1.0,113.73333333333333,38.88172457269772,2.966666666666667,6.206133414133392
0.7,0.09,1.0,114.63333333333334,39.78865141732244,3.3,6.417379420035069
0.7,0.1,1.0,112.56666666666666,31.279257568282983,2.8333333333333335,5.919478852488408
0.8,0.01,1.0,1458.9333333333334,4729.428914517192,10.633333333333333,29.750089345949096
0.8,0.02,1.0,318.3333333333333,879.8186464122665,4.9,11.6303704687933
0.8,0.03,1.0,210.46666666666667,562.8014737459157,3.8333333333333335,9.299919663477013
0.8,0.04,1.0,212.2,562.7054352825745,4.1,10.076774251234609
0.8,0.05,1.0,212.96666666666667,562.7194121243812,4.033333333333333,9.488589638788966
0.8,0.06,1.0,116.13333333333334,48.655533288005685,3.3666666666666667,6.905686479063934
0.8,0.07,1.0,116.13333333333334,48.655533288005685,3.1333333333333333,6.162922131213594
0.8,0.08,1.0,125.3,71.81208715856242,3.7666666666666666,7.819883292776413
0.8,0.09,1.0,120.53333333333333,60.46300284176827,3.2333333333333334,6.831384639438335
0.8,0.1,1.0,118.8,56.109130119425494,3.5,6.631949835507628
0.9,0.01,1.0,1365.3333333333333,3962.726685201642,11.0,28.127787218213655
0.9,0.02,1.0,311.7,924.2505687274979,4.933333333333334,11.829050544384751
0.9,0.03,1.0,169.83333333333334,224.03834082790283,4.4,9.23859968490523
0.9,0.04,1.0,135.76666666666668,105.70312471593563,3.9,8.297693904810602
0.9,0.05,1.0,137.1,101.68828298556193,3.9,8.06589242983411
0.9,0.06,1.0,121.96666666666667,58.89410914475252,3.7666666666666666,8.131180231308551
0.9,0.07,1.0,134.9,100.59490286668913,3.8666666666666667,8.088874152653833
0.9,0.08,1.0,123.06666666666666,63.4838743213627,3.5,6.986440068274128
0.9,0.09,1.0,114.2,42.91804539689168,3.066666666666667,6.345964415895829
0.9,0.1,1.0,112.23333333333333,35.25149381362375,3.3,6.412003829026326
1.0,0.01,1.0,995.3,3686.8155696790127,9.5,27.306371619724267
1.0,0.02,1.0,530.6666666666666,1324.5344877334837,7.633333333333334,18.712863606829824
1.0,0.03,1.0,246.23333333333332,516.7112635554381,4.7,10.687246669713877
1.0,0.04,1.0,153.6,222.65166857053057,3.7,8.242656083468775
1.0,0.05,1.0,153.33333333333334,222.57789544388697,4.733333333333333,11.887209391881544
1.0,0.06,1.0,180.53333333333333,283.8302957430887,4.033333333333333,8.942279788515451
1.0,0.07,1.0,144.0,129.49956730056857,3.8,8.36412701300352
1.0,0.08,1.0,128.86666666666667,76.80146071407816,3.533333333333333,6.891940987465915
1.0,0.09,1.0,118.1,55.48678003471358,3.433333333333333,6.976232227496015
1.0,0.1,1.0,106.66666666666667,25.271400399679464,2.7666666666666666,5.487813039273749
